,addr:housenumber,addr:street,latitude,longitude,id
26520,49,De Colignystraat,52.0062266,4.3758675,2596106985
26521,49,De Groene Haven,52.0038061,4.3594847,2596106986
26522,49,Delftechpark,51.9979430,4.3855904,2596106987
26523,49,Engelsestraat,52.0019011,4.3594076,2596106988
26524,49,Herenpad,52.0043340,4.3634739,2596106989
26525,49,Julianalaan,52.0097690,4.3707596,2596106990
26526,49,Kloosterkade,52.0054111,4.3771184,2596106991
26527,49,Koningin Emmalaan,52.0049531,4.3774414,2596106992
26528,49,Koningsveld,52.0034605,4.3630692,2596106993
26529,49,Laan van Van der Gaag,52.0027207,4.3591104,2596106995
26530,49,Lausbergstraat,52.0009165,4.3650846,2596106996
26531,49,Machteld van Meterenlaan,52.0021115,4.3646587,2596106998
26532,49,Mijnbouwplein,52.0064107,4.3673287,2596106999
26533,49,Nassaulaan,52.0069944,4.3756133,2596107000
26534,49,Nassauplein,52.0067626,4.3787008,2596107001
26535,49,Piet Heinstraat,52.0052724,4.3663464,2596107002
26536,49,Plein Delftzicht,52.0036389,4.3614280,2596107003
26537,49,Professor Burgershof,52.0025980,4.3773391,2596107004
26538,49,Professor Henketstraat,52.0043330,4.3802609,2596107005
26539,49,Professor Krausstraat,52.0052809,4.3787490,2596107006
26540,49,Professor Oudemansstraat,52.0044165,4.3785139,2596107007
26541,49,Professor Telderslaan,52.0034623,4.3792870,2596107008
26542,49,Rotterdamseweg,52.0048689,4.3641060,2596107009
26543,49,Schoemakerstraat,52.0034111,4.3764652,2596107010
26544,49,Sint Aldegondestraat,52.0057522,4.3765991,2596107011
26545,49,Zuidplantsoen,52.0058983,4.3726196,2596107012
26546,49-I,Cornelis Trompstraat,52.0052197,4.3673704,2596107013
26547,49-II,Cornelis Trompstraat,52.0052527,4.3673996,2596107014
26548,490,Balthasar van der Polweg,51.9960759,4.3743173,2596107015
26549,490,Korvezeestraat,51.9968868,4.3729709,2596107016
26550,492,Balthasar van der Polweg,51.9960759,4.3743171,2596107018
26551,494,Balthasar van der Polweg,51.9960759,4.3743169,2596107019
26552,496,Balthasar van der Polweg,51.9960759,4.3743167,2596107020
26553,498,Balthasar van der Polweg,51.9960759,4.3743165,2596107021
26554,4A,Abtswoudseweg,52.0013164,4.3620563,2596107022
26555,4B,Abtswoudseweg,52.0015243,4.3617842,2596107023
26556,4C,Abtswoudseweg,52.0015581,4.3617219,2596107024
26557,4D,Abtswoudseweg,52.0015433,4.3616603,2596107025
26558,4F,Abtswoudseweg,52.0013538,4.3616247,2596107028
26559,5,Abtswoudseweg,52.0013270,4.3630778,2596107029
26560,5,Agatha van Leidenlaan,52.0040100,4.3636603,2596107030
26561,5,Aleid van Malsenlaan,52.0035366,4.3642877,2596107031
26562,5,Amalia van Solmslaan,52.0067763,4.3750447,2596107032
26563,5,Bauxietpad,52.0063449,4.3644393,2596107033
26564,5,Botaniestraat,52.0096503,4.3702365,2596107034
26565,5,Charlotte de Bourbonstraat,52.0066160,4.3741140,2596107035
26566,5,Cohen Stuartstraat,52.0066207,4.3770382,2596107038
26567,5,Conradlaan,52.0029374,4.3613661,2596107044
26568,5,Cornelis Drebbelweg,51.9989785,4.3715549,2596107049
26569,5,Crommelinlaan,52.0039349,4.3606046,2596107054
26570,5,Crommelinplein,52.0037749,4.3596296,2596107060
26571,5,De Colignystraat,52.0068085,4.3759377,2596107066
26572,5,De Groene Haven,52.0037030,4.3592442,2596107072
26573,5,Diamantpad,52.0061871,4.3641217,2596107078
26574,5,Drukkerijlaan,52.0020509,4.3600668,2596107084
26575,5,Elisabeth van Zuilenlaan,52.0029436,4.3649081,2596107090
26576,5,Ernst Casimirstraat,52.0053381,4.3816063,2596107096
26577,5,Feldmannweg,51.9981367,4.3736196,2596107102
26578,5,Herenpad,52.0047301,4.3633453,2596107107
26579,5,Hertog Govertkade,52.0055641,4.3619071,2596107118
26580,5,Hillenlaan,52.0022585,4.3620070,2596107119
26581,5,Informaticalaan,51.9974905,4.3813335,2596107123
26582,5,Jaffalaan,52.0024970,4.3692926,2596107129
26583,5,Jan de Oudeweg,52.0054480,4.3820595,2596107135
26584,5,Julianalaan,52.0102927,4.3701574,2596107138
26585,5,Kanaalweg,52.0092353,4.3695334,2596107139
26586,5,Kloosterkade,52.0050476,4.3757389,2596107142
26587,5,Koningin Emmalaan,52.0045876,4.3760907,2596107143
26588,5,Koningsveld,52.0037305,4.3628377,2596107144
26589,5,Korvezeestraat,51.9978763,4.3729166,2596107145
26590,5,Laan van Braat,52.0014597,4.3602366,2596107146
26591,5,Laan van Van der Gaag,52.0034443,4.3610121,2596107147
26592,5,Landbergstraat,52.0020698,4.3699998,2596107148
26593,5,Lausbergstraat,52.0018579,4.3656521,2596107149
26594,5,Leeghwaterstraat,52.0009682,4.3693350,2596107150
26595,5,Leeuwenstein,52.0003868,4.3627503,2596107151
26596,5,Machteld van Meterenlaan,52.0023144,4.3653777,2596107152
26597,5,Maerten Trompstraat,52.0053289,4.3651667,2596107153
26598,5,Michiel de Ruyterweg,52.0058119,4.3677194,2596107154
26599,5,Mijnbouwplein,52.0059366,4.3673743,2596107155
26600,5,Mijnbouwstraat,52.0054240,4.3641695,2596107156
26601,5,Nassaulaan,52.0071906,4.3731502,2596107157
26602,5,Piet Heinstraat,52.0057925,4.3668012,2596107159
26603,5,Pieter Calandweg,51.9982539,4.3769156,2596107163
26604,5,Plein Delftzicht,52.0040645,4.3609650,2596107168
26605,5,Prins Bernhardlaan,52.0029252,4.3682440,2596107173
26606,5,Professor Bosschastraat,52.0061107,4.3761374,2596107174
26607,5,Professor Burgershof,52.0026067,4.3773404,2596107176
26608,5,Professor Henketstraat,52.0035494,4.3774019,2596107177
26609,5,Professor Hoogewerfflaan,52.0039192,4.3830156,2596107178
26610,5,Professor Krausstraat,52.0065913,4.3783769,2596107179
26611,5,Professor Oudemansstraat,52.0039209,4.3766736,2596107181
26612,5,Professor Snijdersstraat,52.0072807,4.3670600,2596107182
26613,5,Professor Telderslaan,52.0030993,4.3779235,2596107183
26614,5,Rotterdamseweg,52.0059332,4.3629500,2596107184
26615,5,Schiekade,51.9930221,4.3695248,2596107185
26616,5,Schieweg,51.9990167,4.3647048,2596107186
26617,5,Schoemakerstraat,52.0045628,4.3756636,2596107187
26618,5,Sint Aldegondestraat,52.0068364,4.3767039,2596107188
26619,5,Zuideinde,52.0035318,4.3617892,2596107189
26620,5-I,Cornelis Trompstraat,52.0045850,4.3665727,2596107190
26621,5-II,Cornelis Trompstraat,52.0045985,4.3666157,2596107191
26622,50,Amalia van Solmslaan,52.0054470,4.3748270,2596107192
26623,50,Balthasar van der Polweg,51.9962885,4.3751437,2596107193
26624,50,Conradlaan,52.0024918,4.3595367,2596107194
26625,50,Cornelis Trompstraat,52.0048110,4.3673591,2596107195
26626,50,De Colignystraat,52.0063431,4.3755421,2596107196
26627,50,Kloosterkade,52.0049861,4.3763654,2596107198
26628,50,Koningin Emmalaan,52.0045650,4.3777884,2596107199
26629,50,Korvezeestraat,51.9976190,4.3730284,2596107200
26630,50,Leeghwaterstraat,51.9973041,4.3712875,2596107201
26631,50,Michiel de Ruyterweg,52.0059067,4.3685300,2596107202
26632,50,Mijnbouwstraat,52.0063077,4.3661901,2596107203
26633,50,Nassauplein,52.0067699,4.3786663,2596107204
26634,50,Piet Heinstraat,52.0052362,4.3665880,2596107205
26635,50,Plein Delftzicht,52.0036389,4.3614282,2596107206
26636,50,Professor Burgershof,52.0025978,4.3773390,2596107207
26637,50,Professor Evertslaan,52.0019516,4.3785910,2596107208
26638,50,Professor Henketstraat,52.0042310,4.3806850,2596107209
26639,50,Professor Krausstraat,52.0057854,4.3780090,2596107210
26640,50,Professor Oudemansstraat,52.0042651,4.3787302,2596107211
26641,50,Rotterdamseweg,52.0053573,4.3632741,2596107212
26642,50,Sint Aldegondestraat,52.0057750,4.3763446,2596107213
26643,50,Van Embdenstraat,52.0007247,4.3792485,2596107214
26644,500,Balthasar van der Polweg,51.9960759,4.3743163,2596107215
26645,500,Korvezeestraat,51.9971156,4.3727476,2596107216
26646,501,Korvezeestraat,51.9971154,4.3727477,2596107217
26647,502,Balthasar van der Polweg,51.9960758,4.3743161,2596107218
26648,502,Korvezeestraat,51.9971153,4.3727478,2596107219
26649,503,Korvezeestraat,51.9971151,4.3727479,2596107222
26650,504,Balthasar van der Polweg,51.9960758,4.3743159,2596107226
26651,504,Korvezeestraat,51.9971149,4.3727481,2596107227
26652,505,Korvezeestraat,51.9971148,4.3727482,2596107228
26653,506,Balthasar van der Polweg,51.9960758,4.3743157,2596107229
26654,506,Korvezeestraat,51.9971146,4.3727483,2596107230
26655,507,Korvezeestraat,51.9971144,4.3727484,2596107231
26656,508,Balthasar van der Polweg,51.9960758,4.3743155,2596107232
26657,509,Korvezeestraat,51.9971141,4.3727486,2596107234
26658,51,Amalia van Solmslaan,52.0054457,4.3748517,2596107235
26659,51,Bauxietpad,52.0062943,4.3645855,2596107236
26660,51,Charlotte de Bourbonstraat,52.0066167,4.3741185,2596107237
26661,51,Conradlaan,52.0022746,4.3593170,2596107238
26662,51,Cornelis Trompstraat,52.0052300,4.3674086,2596107239
26663,51,Crommelinlaan,52.0030799,4.3590910,2596107240
26664,51,De Colignystraat,52.0062292,4.3758618,2596107241
26665,51,De Groene Haven,52.0038062,4.3594848,2596107242
26666,51,Delftechpark,51.9979430,4.3855906,2596107243
26667,51,Engelsestraat,52.0019011,4.3594078,2596107244
26668,51,Herenpad,52.0043158,4.3634120,2596107245
26669,51,Julianalaan,52.0097598,4.3707420,2596107246
26670,51,Kloosterkade,52.0054427,4.3772349,2596107247
26671,51,Koningin Emmalaan,52.0049734,4.3775150,2596107248
26672,51,Koningsveld,52.0034606,4.3630690,2596107249
26673,51,Korvezeestraat,51.9976192,4.3730283,2596107250
26674,51,Laan van Van der Gaag,52.0026632,4.3591399,2596107251
26675,51,Lausbergstraat,52.0008556,4.3651261,2596107252
26676,51,Machteld van Meterenlaan,52.0021113,4.3646587,2596107254
26677,51,Mijnbouwplein,52.0064108,4.3673289,2596107255
26678,51,Mijnbouwstraat,52.0060921,4.3664284,2596107256
26679,51,Nassaulaan,52.0069635,4.3756229,2596107259
26680,51,Nassauplein,52.0067769,4.3786325,2596107260
26681,51,Piet Heinstraat,52.0052791,4.3663247,2596107262
26682,51,Plein Delftzicht,52.0036389,4.3614284,2596107263
26683,51,Professor Burgershof,52.0025976,4.3773390,2596107264
26684,51,Professor Henketstraat,52.0043609,4.3803564,2596107265
26685,51,Professor Krausstraat,52.0052863,4.3787748,2596107266
26686,51,Professor Oudemansstraat,52.0044490,4.3786283,2596107267
26687,51,Professor Telderslaan,52.0034777,4.3793480,2596107268
26688,51,Rotterdamseweg,52.0049753,4.3648021,2596107269
26689,51,Schoemakerstraat,52.0034197,4.3764876,2596107270
26690,51,Sint Aldegondestraat,52.0056745,4.3765819,2596107271
26691,51,Zuidplantsoen,52.0058865,4.3726132,2596107272
26692,510,Balthasar van der Polweg,51.9960758,4.3743153,2596107273
26693,510,Korvezeestraat,51.9971140,4.3727487,2596107274
26694,511,Korvezeestraat,51.9971138,4.3727489,2596107275
26695,512,Balthasar van der Polweg,51.9960758,4.3743151,2596107276
26696,512,Korvezeestraat,51.9971136,4.3727490,2596107277
26697,513,Korvezeestraat,51.9971135,4.3727491,2596107278
26698,514,Balthasar van der Polweg,51.9960758,4.3743149,2596107279
26699,514,Korvezeestraat,51.9971133,4.3727492,2596107280
26700,515,Korvezeestraat,51.9971131,4.3727493,2596107281
26701,516,Balthasar van der Polweg,51.9960758,4.3743147,2596107282
26702,516,Korvezeestraat,51.9971130,4.3727494,2596107283
26703,517,Korvezeestraat,51.9971128,4.3727495,2596107284
26704,518,Balthasar van der Polweg,51.9960758,4.3743145,2596107285
26705,519,Korvezeestraat,51.9971125,4.3727498,2596107287
26706,52,Amalia van Solmslaan,52.0054169,4.3747970,2596107288
26707,52,Balthasar van der Polweg,51.9962886,4.3751438,2596107289
26708,52,De Colignystraat,52.0062740,4.3755822,2596107290
26709,52,Kloosterkade,52.0049706,4.3763736,2596107292
26710,52,Koningin Emmalaan,52.0045806,4.3778567,2596107293
26711,52,Korvezeestraat,51.9976193,4.3730282,2596107294
26712,52,Leeghwaterstraat,51.9971672,4.3714640,2596107295
26713,52,Michiel de Ruyterweg,52.0059067,4.3685302,2596107296
26714,52,Mijnbouwstraat,52.0061746,4.3656992,2596107297
26715,52,Nassauplein,52.0067840,4.3786058,2596107304
26716,52,Piet Heinstraat,52.0052297,4.3666081,2596107309
26717,52,Plein Delftzicht,52.0036390,4.3614286,2596107312
26718,52,Professor Burgershof,52.0025974,4.3773390,2596107317
26719,52,Professor Evertslaan,52.0019515,4.3785912,2596107322
26720,52,Professor Henketstraat,52.0042558,4.3807558,2596107325
26721,52,Professor Oudemansstraat,52.0042877,4.3788089,2596107326
26722,52,Rotterdamseweg,52.0053170,4.3633119,2596107327
26723,52,Sint Aldegondestraat,52.0057388,4.3763359,2596107328
26724,52,Van Embdenstraat,52.0007246,4.3792483,2596107329
26725,520,Balthasar van der Polweg,51.9960758,4.3743143,2596107330
26726,520,Korvezeestraat,51.9971123,4.3727499,2596107331
26727,522,Balthasar van der Polweg,51.9960758,4.3743141,2596107333
26728,524,Balthasar van der Polweg,51.9960758,4.3743139,2596107336
26729,526,Balthasar van der Polweg,51.9960758,4.3743137,2596107339
26730,528,Balthasar van der Polweg,51.9960758,4.3743135,2596107342
26731,53,Amalia van Solmslaan,52.0054153,4.3748218,2596107345
26732,53,Charlotte de Bourbonstraat,52.0066167,4.3741187,2596107346
26733,53,Conradlaan,52.0022744,4.3593171,2596107347
26734,53,Cornelis Trompstraat,52.0052989,4.3674698,2596107348
26735,53,Crommelinlaan,52.0030197,4.3591220,2596107349
26736,53,De Colignystraat,52.0061514,4.3758471,2596107350
26737,53,De Groene Haven,52.0038060,4.3594846,2596107351
26738,53,Delftechpark,51.9979431,4.3855907,2596107352
26739,53,Engelsestraat,52.0019011,4.3594080,2596107353
26740,53,Herenpad,52.0042976,4.3633524,2596107354
26741,53,Julianalaan,52.0097207,4.3707882,2596107355
26742,53,Kloosterkade,52.0055445,4.3773035,2596107356
26743,53,Koningin Emmalaan,52.0049919,4.3775859,2596107357
26744,53,Korvezeestraat,51.9976195,4.3730281,2596107359
26745,53,Laan van Van der Gaag,52.0026034,4.3591709,2596107360
26746,53,Machteld van Meterenlaan,52.0021111,4.3646588,2596107362
26747,53,Mijnbouwplein,52.0064109,4.3673291,2596107363
26748,53,Nassaulaan,52.0069044,4.3756160,2596107364
26749,53,Nassauplein,52.0067931,4.3785709,2596107365
26750,53,Plein Delftzicht,52.0036390,4.3614288,2596107366
26751,53,Professor Burgershof,52.0025972,4.3773389,2596107367
26752,53,Professor Henketstraat,52.0043817,4.3804324,2596107368
26753,53,Professor Krausstraat,52.0049073,4.3790274,2596107369
26754,53,Professor Oudemansstraat,52.0044585,4.3786639,2596107370
26755,53,Professor Telderslaan,52.0034956,4.3794085,2596107371
26756,53,Rotterdamseweg,52.0048161,4.3641808,2596107372
26757,53,Schoemakerstraat,52.0034267,4.3765133,2596107373
26758,53,Sint Aldegondestraat,52.0056560,4.3765778,2596107374
26759,53,Zuidplantsoen,52.0058922,4.3725954,2596107376
26760,530,Balthasar van der Polweg,51.9960758,4.3743133,2596107378
26761,530,Korvezeestraat,51.9966319,4.3730858,2596107379
26762,531,Korvezeestraat,51.9966321,4.3730857,2596107380
26763,532,Balthasar van der Polweg,51.9960758,4.3743131,2596107381
26764,532,Korvezeestraat,51.9966322,4.3730856,2596107382
26765,533,Korvezeestraat,51.9966324,4.3730855,2596107383
26766,534,Balthasar van der Polweg,51.9960758,4.3743129,2596107384
26767,534,Korvezeestraat,51.9966326,4.3730853,2596107385
26768,535,Korvezeestraat,51.9966327,4.3730852,2596107386
26769,536,Balthasar van der Polweg,51.9960758,4.3743127,2596107387
26770,536,Korvezeestraat,51.9966329,4.3730851,2596107388
26771,537,Korvezeestraat,51.9966330,4.3730850,2596107389
26772,538,Balthasar van der Polweg,51.9960758,4.3743125,2596107390
26773,539,Korvezeestraat,51.9966334,4.3730848,2596107392
26774,54,Amalia van Solmslaan,52.0054134,4.3748477,2596107393
26775,54,Balthasar van der Polweg,51.9962887,4.3751440,2596107394
26776,54,Cornelis Trompstraat,52.0048728,4.3674133,2596107395
26777,54,De Colignystraat,52.0062045,4.3755734,2596107396
26778,54,Kloosterkade,52.0049556,4.3763865,2596107398
26779,54,Koningin Emmalaan,52.0046001,4.3779257,2596107399
26780,54,Korvezeestraat,51.9976197,4.3730279,2596107400
26781,54,Leeghwaterstraat,51.9971673,4.3714639,2596107401
26782,54,Michiel de Ruyterweg,52.0059068,4.3685304,2596107402
26783,54,Mijnbouwstraat,52.0061745,4.3656990,2596107403
26784,54,Nassauplein,52.0068011,4.3785301,2596107404
26785,54,Piet Heinstraat,52.0051898,4.3665456,2596107405
26786,54,Plein Delftzicht,52.0036390,4.3614290,2596107406
26787,54,Professor Burgershof,52.0025970,4.3773389,2596107407
26788,54,Professor Evertslaan,52.0019515,4.3785914,2596107408
26789,54,Professor Henketstraat,52.0042746,4.3808364,2596107412
26790,54,Professor Krausstraat,52.0057171,4.3780502,2596107416
26791,54,Professor Oudemansstraat,52.0043086,4.3788877,2596107421
26792,54,Sint Aldegondestraat,52.0057012,4.3763251,2596107425
26793,54,Van Embdenstraat,52.0007246,4.3792481,2596107430
26794,540,Balthasar van der Polweg,51.9960758,4.3743123,2596107435
26795,540,Korvezeestraat,51.9966335,4.3730846,2596107440
26796,541,Korvezeestraat,51.9966337,4.3730845,2596107444
26797,542,Balthasar van der Polweg,51.9960758,4.3743121,2596107449
26798,542,Korvezeestraat,51.9966339,4.3730844,2596107451
26799,543,Korvezeestraat,51.9966340,4.3730843,2596107452
26800,544,Balthasar van der Polweg,51.9960758,4.3743119,2596107453
26801,544,Korvezeestraat,51.9966342,4.3730842,2596107454
26802,545,Korvezeestraat,51.9966343,4.3730841,2596107455
26803,546,Balthasar van der Polweg,51.9960758,4.3743117,2596107456
26804,546,Korvezeestraat,51.9966345,4.3730840,2596107457
26805,547,Korvezeestraat,51.9966347,4.3730838,2596107458
26806,548,Balthasar van der Polweg,51.9960758,4.3743115,2596107459
26807,549,Korvezeestraat,51.9966350,4.3730836,2596107461
26808,55,Charlotte de Bourbonstraat,52.0066167,4.3741189,2596107462
26809,55,Conradlaan,52.0022742,4.3593170,2596107463
26810,55,Crommelinlaan,52.0029611,4.3591521,2596107464
26811,55,De Colignystraat,52.0059909,4.3758182,2596107465
26812,55,De Groene Haven,52.0038058,4.3594844,2596107466
26813,55,Delftechpark,51.9979431,4.3855909,2596107467
26814,55,Engelsestraat,52.0019011,4.3594082,2596107468
26815,55,Herenpad,52.0042794,4.3632929,2596107469
26816,55,Julianalaan,52.0097300,4.3708141,2596107470
26817,55,Kloosterkade,52.0055445,4.3773037,2596107471
26818,55,Koningin Emmalaan,52.0050121,4.3776595,2596107472
26819,55,Koningsveld,52.0031583,4.3633307,2596107473
26820,55,Korvezeestraat,51.9976198,4.3730278,2596107474
26821,55,Laan van Van der Gaag,52.0025455,4.3592007,2596107475
26822,55,Machteld van Meterenlaan,52.0021109,4.3646588,2596107477
26823,55,Mijnbouwplein,52.0064110,4.3673292,2596107478
26824,55,Nassaulaan,52.0069933,4.3755566,2596107479
26825,55,Nassauplein,52.0068137,4.3784681,2596107480
26826,55,Piet Heinstraat,52.0052257,4.3663045,2596107481
26827,55,Plein Delftzicht,52.0036390,4.3614292,2596107482
26828,55,Professor Burgershof,52.0025968,4.3773389,2596107483
26829,55,Professor Henketstraat,52.0044004,4.3805085,2596107484
26830,55,Professor Krausstraat,52.0048611,4.3790595,2596107485
26831,55,Professor Oudemansstraat,52.0044882,4.3787744,2596107486
26832,55,Professor Telderslaan,52.0035145,4.3794660,2596107487
26833,55,Rotterdamseweg,52.0047660,4.3642257,2596107488
26834,55,Schoemakerstraat,52.0032977,4.3765455,2596107489
26835,55,Sint Aldegondestraat,52.0055783,4.3765606,2596107490
26836,55,Zuidplantsoen,52.0059246,4.3725954,2596107491
26837,55-I,Cornelis Trompstraat,52.0052884,4.3674297,2596107492
26838,55-II,Cornelis Trompstraat,52.0053214,4.3674588,2596107493
26839,550,Balthasar van der Polweg,51.9960758,4.3743113,2596107494
26840,550,Korvezeestraat,51.9966352,4.3730835,2596107495
26841,552,Balthasar van der Polweg,51.9960758,4.3743111,2596107497
26842,554,Balthasar van der Polweg,51.9960758,4.3743109,2596107500
26843,556,Balthasar van der Polweg,51.9960758,4.3743107,2596107503
26844,558,Balthasar van der Polweg,51.9960758,4.3743105,2596107507
26845,55A,Nassaulaan,52.0069981,4.3754775,2596107510
26846,56,Balthasar van der Polweg,51.9962888,4.3751442,2596107511
26847,56,Cornelis Trompstraat,52.0048663,4.3674340,2596107512
26848,56,De Colignystraat,52.0062753,4.3755551,2596107513
26849,56,Kloosterkade,52.0049829,4.3764902,2596107515
26850,56,Koningin Emmalaan,52.0046182,4.3779948,2596107516
26851,56,Korvezeestraat,51.9976200,4.3730277,2596107517
26852,56,Leeghwaterstraat,51.9971675,4.3714637,2596107518
26853,56,Michiel de Ruyterweg,52.0059057,4.3685337,2596107519
26854,56,Mijnbouwstraat,52.0061744,4.3656988,2596107520
26855,56,Nassauplein,52.0068192,4.3784433,2596107521
26856,56,Piet Heinstraat,52.0051828,4.3665669,2596107522
26857,56,Plein Delftzicht,52.0036390,4.3614294,2596107523
26858,56,Professor Burgershof,52.0025966,4.3773388,2596107524
26859,56,Professor Evertslaan,52.0019514,4.3785916,2596107525
26860,56,Professor Henketstraat,52.0042969,4.3809170,2596107526
26861,56,Professor Krausstraat,52.0056970,4.3779761,2596107527
26862,56,Professor Oudemansstraat,52.0046189,4.3800341,2596107528
26863,56,Rotterdamseweg,52.0052343,4.3632524,2596107529
26864,56,Sint Aldegondestraat,52.0056665,4.3763212,2596107530
26865,56,Van Embdenstraat,52.0007245,4.3792479,2596107531
26866,560,Balthasar van der Polweg,51.9960758,4.3743103,2596107532
26867,560,Korvezeestraat,51.9967149,4.3723266,2596107533
26868,562,Balthasar van der Polweg,51.9960870,4.3728293,2596107535
26869,562,Korvezeestraat,51.9967150,4.3723270,2596107536
26870,564,Balthasar van der Polweg,51.9960868,4.3728293,2596107538
26871,564,Korvezeestraat,51.9967151,4.3723274,2596107539
26872,565,Korvezeestraat,51.9967152,4.3723276,2596107540
26873,566,Balthasar van der Polweg,51.9960866,4.3728293,2596107541
26874,566,Korvezeestraat,51.9967152,4.3723278,2596107542
26875,567,Korvezeestraat,51.9967153,4.3723280,2596107543
26876,568,Balthasar van der Polweg,51.9960864,4.3728293,2596107544
26877,568,Korvezeestraat,51.9967153,4.3723281,2596107545
26878,56A,Nassauplein,52.0068488,4.3782462,2596107547
26879,56A,Plein Delftzicht,52.0035548,4.3611573,2596107548
26880,56A,Professor Oudemansstraat,52.0045255,4.3797738,2596107549
26881,57,Charlotte de Bourbonstraat,52.0066167,4.3741191,2596107550
26882,57,Conradlaan,52.0022744,4.3593170,2596107551
26883,57,Crommelinlaan,52.0032906,4.3589618,2596107552
26884,57,De Colignystraat,52.0059423,4.3758078,2596107553
26885,57,De Groene Haven,52.0038061,4.3594846,2596107554
26886,57,Delftechpark,51.9979432,4.3855911,2596107555
26887,57,Engelsestraat,52.0019011,4.3594084,2596107556
26888,57,Herenpad,52.0042552,4.3632369,2596107557
26889,57,Julianalaan,52.0096864,4.3708757,2596107558
26890,57,Kloosterkade,52.0055445,4.3773039,2596107559
26891,57,Koningin Emmalaan,52.0050307,4.3777331,2596107560
26892,57,Koningsveld,52.0031581,4.3633307,2596107561
26893,57,Korvezeestraat,51.9976201,4.3730276,2596107562
26894,57,Laan van Van der Gaag,52.0024848,4.3592318,2596107563
26895,57,Machteld van Meterenlaan,52.0020275,4.3643618,2596107565
26896,57,Mijnbouwplein,52.0064111,4.3673294,2596107566
26897,57,Nassaulaan,52.0070029,4.3753984,2596107567
26898,57,Piet Heinstraat,52.0051819,4.3662661,2596107568
26899,57,Professor Burgershof,52.0025964,4.3773388,2596107569
26900,57,Professor Henketstraat,52.0044221,4.3805829,2596107570
26901,57,Professor Krausstraat,52.0048659,4.3790845,2596107571
26902,57,Professor Oudemansstraat,52.0046630,4.3794701,2596107572
26903,57,Professor Telderslaan,52.0035267,4.3795272,2596107573
26904,57,Rotterdamseweg,52.0047275,4.3642640,2596107575
26905,57,Schoemakerstraat,52.0033053,4.3765687,2596107578
26906,57,Sint Aldegondestraat,52.0055598,4.3765565,2596107579
26907,57,Zuidplantsoen,52.0059102,4.3726289,2596107581
26908,57-I,Cornelis Trompstraat,52.0053538,4.3674923,2596107582
26909,57-II,Cornelis Trompstraat,52.0053888,4.3675217,2596107583
26910,570,Balthasar van der Polweg,51.9960862,4.3728293,2596107584
26911,570,Korvezeestraat,51.9967154,4.3723285,2596107585
26912,572,Balthasar van der Polweg,51.9960860,4.3728293,2596107587
26913,574,Balthasar van der Polweg,51.9960858,4.3728293,2596107588
26914,576,Balthasar van der Polweg,51.9960856,4.3728293,2596107589
26915,578,Balthasar van der Polweg,51.9960854,4.3728293,2596107590
26916,57A,Nassaulaan,52.0070083,4.3753232,2596107591
26917,58,Balthasar van der Polweg,51.9962890,4.3751444,2596107592
26918,58,Cornelis Trompstraat,52.0049404,4.3674695,2596107593
26919,58,De Colignystraat,52.0062048,4.3755491,2596107594
26920,58,Kloosterkade,52.0049979,4.3764773,2596107596
26921,58,Koningin Emmalaan,52.0046482,4.3780879,2596107597
26922,58,Leeghwaterstraat,51.9971676,4.3714636,2596107599
26923,58,Michiel de Ruyterweg,52.0059068,4.3685306,2596107600
26924,58,Mijnbouwstraat,52.0061743,4.3656987,2596107601
26925,58,Piet Heinstraat,52.0051427,4.3665077,2596107602
26926,58,Professor Burgershof,52.0025962,4.3773388,2596107603
26927,58,Professor Evertslaan,52.0019514,4.3785918,2596107604
26928,58,Professor Henketstraat,52.0043154,4.3809778,2596107605
26929,58,Professor Krausstraat,52.0056769,4.3779020,2596107607
26930,58,Professor Oudemansstraat,52.0046415,4.3801156,2596107612
26931,58,Sint Aldegondestraat,52.0056303,4.3763103,2596107615
26932,58,Van Embdenstraat,52.0007245,4.3792477,2596107618
26933,580,Balthasar van der Polweg,51.9960852,4.3728293,2596107619
26934,580,Korvezeestraat,51.9969738,4.3722132,2596107620
26935,581,Korvezeestraat,51.9969736,4.3722133,2596107621
26936,582,Balthasar van der Polweg,51.9960850,4.3728294,2596107622
26937,582,Korvezeestraat,51.9969735,4.3722134,2596107623
26938,583,Korvezeestraat,51.9969733,4.3722135,2596107624
26939,584,Balthasar van der Polweg,51.9960848,4.3728294,2596107625
26940,584,Korvezeestraat,51.9969731,4.3722137,2596107626
26941,585,Korvezeestraat,51.9969730,4.3722138,2596107627
26942,586,Balthasar van der Polweg,51.9960846,4.3728294,2596107628
26943,586,Korvezeestraat,51.9969728,4.3722139,2596107629
26944,587,Korvezeestraat,51.9969726,4.3722140,2596107630
26945,588,Balthasar van der Polweg,51.9960844,4.3728294,2596107631
26946,589,Korvezeestraat,51.9969723,4.3722142,2596107633
26947,59,Charlotte de Bourbonstraat,52.0066168,4.3741193,2596107634
26948,59,Conradlaan,52.0022740,4.3593170,2596107635
26949,59,Cornelis Trompstraat,52.0053672,4.3675303,2596107636
26950,59,De Colignystraat,52.0058943,4.3757974,2596107637
26951,59,De Groene Haven,52.0038057,4.3594842,2596107638
26952,59,Delftechpark,51.9979432,4.3855913,2596107639
26953,59,Engelsestraat,52.0019011,4.3594086,2596107640
26954,59,Herenpad,52.0042392,4.3631798,2596107641
26955,59,Kloosterkade,52.0055446,4.3773041,2596107642
